# Undirected graph: ../../data/output/amazon.ungraph.txt
# Amazon
# Nodes: 334863 Edges: 925872
# FromNodeId	ToNodeId
10180	521727
10584	91722
10584	139914
10584	144982
10584	166267
10584	182215
10584	435438
10584	489117
10719	262028
10719	262031
10719	405948
10732	190195
10732	262023
10732	379766
10997	38476
10997	63483
10997	130619
10997	162584
10997	245970
10997	254441
10997	316031
10997	319052
10997	351358
10997	385756
10997	392256
10997	405648
10997	423124
10997	526588
10997	531007
10997	533484
11593	175208
11593	420400
11593	444299
11593	482092
11915	36802
11915	66017
11915	79705
11915	81790
11915	89918
11915	95258
11915	98343
11915	104350
11915	106397
11915	111550
11915	135409
11915	189882
11915	228082
11915	270024
11915	286536
11915	301483
11915	301682
11915	310488
11915	327922
11915	328951
11915	344483
11915	349627
11915	389791
11915	397448
11915	416018
11915	416364
11915	421373
11915	463529
11915	498651
11915	499716
11915	546224
12060	12062
12060	29584
12060	265611
12062	29584
12062	265611
12303	27620
12303	53701
12303	351254
12303	383645
12303	517338
13472	13475
13472	50948
13472	54958
13472	339002
13472	393765
13472	520150
13475	339002
13589	15922
13589	36802
13589	326481
13589	368498
13589	433792
13732	118943
13732	143608
13732	168570
13732	255775
13732	539820
14254	17479
14254	19463
14254	40144
14254	217657
14315	67649
14315	147778
14315	230958
14315	252000
14315	288316
14445	123426
14445	127075
14445	127341
14445	127388
14445	328428
14445	364895
14445	383177
14445	392363
14445	458122
14445	486582
14445	501516
14445	526689
14445	533905
14567	73966
14567	92920
14567	123533
14567	505559
14567	512705
14573	190275
14573	348300
14599	126757
14599	138428
14599	459971
14896	21659
14896	24397
14896	42346
14896	162709
14896	258501
14896	282906
14896	354251
14896	438354
14981	113192
14981	352692
14981	367645
14981	389494
14981	432983
14992	101939
14992	246768
14992	276847
14992	362551
15554	88867
15554	129562
15554	184010
15554	184528
15554	296660
15554	377393
15554	434007
15554	439553
15554	544391
15922	79419
15922	86150
15922	110425
15922	135409
15922	259788
15922	301682
15922	325745
15922	326481
15922	368498
15922	391539
15922	413490
15922	433792
15922	477664
15922	515094
15922	524779
15952	198304
15952	389473
15952	429082
16457	126438
16457	196682
16457	216152
16457	542319
16457	542780
17215	353654
17215	443155
17239	101389
17239	238430
17239	276154
17239	387833
17239	417412
17239	424750
17239	501768
17479	19463
17479	40144
17479	64777
17479	73725
17479	217657
17479	233388
18059	104911
18059	293009
18059	376852
18059	424508
18059	538944
18103	51103
18103	240693
18103	418808
18103	438438
18103	514958
18504	291894
18504	343680
18504	367850
18596	66791
18596	139914
18596	144982
18596	350251
18596	483624
18871	29281
18871	156783
18871	164033
18871	340064
18871	487657
19097	121995
19097	142454
19097	289258
19097	296533
19097	332312
19097	479281
19197	105204
19197	424561
19197	524008
19341	120380
19341	279216
19463	64777
19463	73725
19463	217657
19463	233388
19463	487180
19756	89856
19756	94878
19756	139102
19756	244824
19756	379152
19756	435000
19756	441305
20550	94878
20550	502108
21513	101480
21513	149826
21513	183831
21513	189612
21513	396323
21513	408619
21513	432613
21513	509910
21513	536075
21584	318953
21584	343017
21584	368792
21584	524986
21659	158674
21659	162709
21659	278725
21659	305716
21659	445259
21659	538222
21695	233838
21695	408836
21695	436124
21742	421935
21742	442607
22753	47498
22753	214023
22753	359500
22753	530227
22780	37101
22780	72880
22780	156150
22780	176500
22780	290968
22780	398631
22780	515422
22780	541552
23465	28053
23465	73400
23465	98269
23465	131182
23465	189959
23465	215955
23465	223061
23465	349055
23465	381003
23465	400523
23465	434966
23465	472722
23465	504305
23465	511237
23465	536830
23490	114651
23490	203826
23490	503396
23490	503406
23490	517527
23490	524843
23785	32025
23785	379152
23785	422347
23785	469184
23890	66096
23890	210992
23890	433843
23890	475581
23916	163920
23916	367285
23916	421557
23916	475581
24397	158674
24397	210462
24397	411795
24632	82995
24632	156987
24632	236045
24694	209023
24694	213422
25749	168720
25749	229510
25749	406305
25749	445716
25749	494860
26284	49697
26284	66802
26284	84512
26284	91726
26284	123900
26284	354669
26284	518091
26373	71736
26373	73400
26373	107972
26373	333916
26373	343242
26373	494481
26901	87846
26901	143271
26901	146623
26901	492497
27137	79227
27137	184010
27137	193587
27137	246810
27137	248492
27137	493039
27137	497950
27137	509523
27451	27841
27451	102198
27451	346493
27451	404226
27451	404701
27504	146955
27504	273989
27504	335776
27504	345173
27504	459353
27504	529577
27620	53701
27620	86141
27620	208422
27620	351254
27620	355291
27620	517338
27841	102198
27841	339167
27841	404226
27841	479041
27841	504729
27841	523382
28053	56052
28053	127345
28053	223061
28053	381003
28053	434966
28053	504305
28461	95698
28461	97420
28513	51175
28513	136210
28513	159972
28513	189286
28513	204831
28513	221801
28513	301886
28513	313801
28513	342330
28513	379184
28905	256479
28905	368759
28914	435234
28914	442226
28914	463375
29010	48716
29010	111172
29010	342327
29010	415737
29010	425891
29103	85900
29103	110457
29103	275458
29103	299812
29201	47559
29201	376352
29281	156783
29281	340064
29281	487657
29384	290158
29384	504277
29584	265611
29759	176604
29759	176908
29759	536741
29759	536742
29759	543730
29759	543731
29866	192608
29866	232195
29866	239582
29866	468680
29866	478760
30398	30690
30398	217871
30398	275237
30398	287524
30398	299611
30398	401268
30398	504199
30669	128705
30669	185636
30669	318376
30690	104553
30690	217871
30690	287524
30690	401268
30690	418177
30690	504199
30690	512729
30690	535762
31061	275568
31061	416985
31061	433420
31061	459621
31061	485312
31173	278864
31173	342984
31173	413257
31173	515761
31195	36793
31195	92800
31195	510772
31200	266187
31442	113592
31442	127958
31442	127960
31442	377832
31455	171028
31455	467252
31949	198903
31949	204686
31949	445938
31949	511792
31949	526129
32025	422347
32025	469184
32239	171491
32239	227747
32239	337503
32239	404752
32813	216445
32813	379065
32813	379180
32813	470599
32818	32821
32818	32873
32818	32877
32818	189279
32818	216445
32818	278141
32818	320928
32818	334071
32818	379180
32818	470095
32819	32871
32819	32873
32819	32875
32819	32880
32819	137763
32819	137766
32819	168637
32819	183412
32819	239050
32821	32877
32821	32879
32821	62523
32821	140298
32821	216445
32821	320928
32821	334071
32821	359912
32821	379180
32871	32873
32871	32875
32871	32880
32871	137761
32871	137763
32871	168637
32871	183395
32871	183412
32871	239050
32873	32875
32873	32879
32873	32880
32873	53520
32873	137761
32873	137763
32873	137766
32873	168637
32873	183412
32873	189279
32873	239050
32873	278141
32873	359912
32873	379065
32875	32879
32875	32880
32875	53520
32875	137761
32875	137763
32875	137766
32875	168637
32875	183395
32875	183412
32877	189279
32877	278141
32877	345620
32879	32880
32879	168637
32879	183395
32879	189279
32879	278141
32879	345620
32879	470095
32880	53520
32880	137761
32880	137763
32880	137766
32880	168637
32880	183395
32880	239050
32892	121596
32892	256479
32892	368759
33175	57659
33175	72183
33175	487659
33251	38265
33251	152407
33251	419862
33251	458993
33310	75731
33310	262777
33310	490580
33345	124351
33345	316409
33492	65513
33492	98112
33492	124351
33492	141157
33492	292574
33492	346811
33492	406477
33492	430451
33492	495620
33492	541076
33812	73400
33812	98332
33812	434966
33812	536830
34069	93746
34069	118346
34069	164375
34069	420513
34069	423318
34108	154817
34108	274819
34108	457208
34108	478344
34108	481287
34108	503250
34108	506211
34895	67572
34895	92472
34895	116969
34895	306636
34895	542633
35191	220705
35191	300120
35191	310216
35191	335171
35191	351682
35191	513170
35284	59771
35284	109204
35284	222178
35284	329470
35284	408058
35472	49243
35472	158841
35472	164686
35472	393054
35472	528993
35651	60708
35651	104465
35651	187563
35651	318870
35651	517993
35814	56342
35814	338700
35814	418918
36530	504277
36535	91722
36535	139914
36535	144982
36535	166267
36535	222047
36535	483624
36535	489117
36581	110457
36581	114761
36581	122965
36581	275458
36581	299812
36581	317034
36581	407219
36581	422634
36581	537703
36678	47395
36678	81858
36678	150077
36678	183631
36678	292982
36678	366700
36678	518502
36712	80778
36712	104911
36712	174472
36712	293009
36712	376852
36793	56058
36793	64999
36793	90734
36793	92800
36793	166561
36793	211751
36793	236925
36793	266796
36793	378214
36793	386343
36793	387968
36793	432128
36793	510772
36793	519994
36802	40326
36802	66017
36802	70230
36802	81790
36802	98343
36802	106397
36802	110425
36802	111550
36802	131043
36802	135409
36802	146401
36802	149579
36802	154146
36802	155663
36802	162974
36802	175213
36802	189882
36802	209915
36802	259788
36802	286536
36802	301682
36802	310488
36802	326481
36802	328951
36802	344483
36802	354715
36802	368498
36802	389791
36802	397448
36802	403346
36802	416364
36802	427277
36802	433792
36802	477664
36802	499716
36802	515094
36802	535908
36802	544279
36802	546224
37101	176500
37101	290968
37101	415981
37101	541552
37874	158906
37874	167220
37874	229030
37874	384540
37960	50803
37960	132215
37960	245498
37960	311778
38009	115054
38009	278864
38009	413249
38009	432850
38009	492137
38009	515761
38085	93814
38085	110650
38085	264569
38085	411459
38085	488813
38265	43379
38265	52500
38265	98081
38265	229209
38265	287582
38265	423864
38265	458993
38444	55043
38444	181953
38444	210020
38444	328155
38444	358034
38476	245970
38476	254441
38476	319052
38476	531007
38926	161318
38926	315446
38926	376908
39537	39538
39537	39539
39537	39540
39537	257397
39538	39539
39538	39540
39538	39542
39538	542870
39539	39540
39539	39542
39539	151750
39539	151751
39539	542872
39540	218281
39540	257397
39540	542874
39542	151748
39542	151751
39542	542867
39542	542874
40104	78191
40104	102867
40104	280717
40104	392919
40104	491073
40104	520122
40104	520135
40104	530571
40144	73725
40144	217657
40144	233388
40144	487180
40318	48359
40318	153173
40318	183951
40318	454538
40318	465101
40326	106397
40326	135409
40326	301483
40443	146480
40443	146488
40443	289370
40443	352500
40443	440539
40443	522191
41256	361696
41256	361698
41697	444875
41697	463844
41697	541959
42046	233610
42046	330933
42046	334880
42046	373181
42223	62861
42223	475234
42346	71036
42346	75245
42346	87626
42346	132671
42346	158674
42346	166077
42346	258501
42346	282906
42346	303160
42346	320287
42346	370812
42346	438354
42346	519672
42346	538222
42565	93814
42565	208621
42565	264569
42565	411459
42565	454723
42687	215112
42687	216724
42687	277248
42687	487203
42687	512040
42819	185630
42819	191745
42819	319052
42819	385756
42888	58675
42888	217362
42888	260685
43288	113369
43288	318953
43288	341763
43288	343017
43288	368792
43288	392187
43288	463048
43288	464182
43288	524986
43379	98081
43424	130445
43424	197137
43424	199656
43424	354269
43424	373438
43424	409887
43657	62080
43657	163046
43657	473474
43657	473755
45104	48394
45104	254829
45104	537472
45247	55017
45247	158534
45247	339500
45247	469396
45292	103117
45292	103118
45292	103120
45292	120328
45292	199616
45292	263181
45292	334974
45292	351390
45292	484333
45292	504033
45292	536934
45295	103117
45295	103118
45295	484333
45295	536934
45548	125857
45548	147931
45548	249771
45548	360314
45548	532208
46750	134247
46750	223767
46750	306262
46750	518137
46901	148286
46901	260126
46901	294724
46901	374151
46901	445680
46977	118922
46977	442646
47395	81858
47395	366700
47395	419305
47395	518502
47498	84217
47498	185150
47498	214023
47498	255722
47498	359500
47559	180642
47559	265474
47559	343067
47559	376352
47559	493381
47559	533970
47626	72238
47626	320858
47626	516992
47626	528717
47669	249126
47669	505654
47694	124093
47694	154240
47694	300585
47694	399682
47744	53117
47744	65008
47744	66096
47744	67395
47744	135702
47744	156691
47744	210992
47744	235970
47744	250182
47744	324785
47930	193375
47930	213676
47930	329508
47930	335028
47930	339289
47930	350684
47930	374744
47930	492634
47930	495203
47930	537580
48053	117923
48053	233859
48053	368169
48359	60779
48359	119275
48359	153173
48359	183951
48359	184707
48359	419830
48359	433145
48359	454538
48359	465101
48359	474184
48394	254829
48394	537472
48718	87932
48718	111172
48718	342327
48718	413416
48718	452077
48718	543788
48720	111172
48720	136209
48720	136211
48720	359267
48721	342327
48721	368855
48721	532597
48968	143608
48968	168570
48968	193654
48968	327145
48968	444875
48968	498286
49243	49268
49243	267328
49243	393054
49243	405956
49268	164686
49268	267328
49268	393054
49271	102198
49271	124244
49271	175208
49271	339167
49271	420400
49271	479041
49697	66802
49697	84512
49697	91726
49697	354669
49697	424287
49697	518091
49761	71736
49761	73400
49761	74439
49761	99373
49761	107972
49761	122915
49761	333916
49761	335763
50147	142383
50147	288316
50147	312506
50147	429163
50459	170107
50459	266583
50459	320914
50459	376458
50459	417848
50459	503239
50459	526735
50459	532709
50459	539791
50803	132215
50803	245498
50803	257303
50803	487957
50948	54958
50948	339002
50948	520150
50957	195448
50957	286274
50957	496093
51103	93112
51103	183514
51103	202852
51103	274819
51103	289263
51103	396542
51103	418808
51103	514958
51113	80433
51113	87071
51113	142400
51113	167882
51113	226140
51113	279755
51113	330293
51113	354088
51113	354565
51113	474381
51113	540953
51142	67111
51142	97219
51142	198063
51142	501909
51175	136210
51175	189286
51175	482998
51246	107722
51246	161307
51246	166735
51246	476208
52092	94727
52092	130724
52092	196150
52092	320332
52092	449101
52500	458993
52665	70232
52665	104997
52665	153172
52665	399137
52665	449008
52895	150430
52895	173221
52895	220148
52895	271345
52895	327740
52895	395771
52895	423708
53117	67395
53117	210992
53117	235970
53520	168637
53701	86141
53701	208422
53701	351254
53701	383645
53978	60658
53978	103117
53978	104712
53978	120328
53978	141007
53978	260938
53978	326464
53978	351390
53978	484333
53978	504033
53978	528285
53978	536934
54182	112408
54182	135747
54182	265240
54182	340335
54182	372431
54182	372489
54182	446676
54182	507743
54182	530864
54336	95225
54336	343743
54336	513572
54958	339002
55017	158534
55017	339500
55017	469396
55043	162652
55043	358034
55457	109242
55457	154377
55457	272804
55457	383679
55457	431548
55457	459609
55457	508669
55457	543414
55591	121097
55591	169552
55591	234924
55591	395215
55591	428101
55727	78359
55727	170327
55727	335007
56052	73400
56052	127345
56052	328468
56052	343242
56052	349055
56052	434966
56052	472722
56052	504305
56052	511237
56052	519013
56052	520121
56052	536830
56058	92800
56058	386343
56058	510772
56342	57060
56342	57722
56342	100623
56342	157635
56342	181785
56342	352799
56342	352885
56342	418918
56536	297896
56536	299942
56536	494261
56536	523664
56536	525313
56913	79419
56913	86150
56913	146401
56913	326481
56913	433792
57014	236079
57014	244865
57014	342299
57014	456795
57060	75588
57060	100623
57060	129143
57060	284216
57060	407895
57060	418918
57116	72238
57116	109243
57116	140476
57116	323371
57116	429082
57116	472962
57116	497828
57116	528717
57472	75157
57472	99183
57472	172446
57472	348925
57472	508485
57659	72183
57659	369920
57659	487659
57685	64539
57685	104504
57685	137392
57685	271766
57685	281118
57685	519342
57722	338700
57722	418918
57824	90608
57824	107186
57824	109422
58675	217362
58675	260685
58829	142427
59285	217871
59285	221281
59285	246180
59285	401268
59285	417521
59285	433190
59285	535762
59586	119487
59586	143005
59586	166173
59586	167893
59586	533174
59710	77102
59710	196335
59710	342299
59710	426918
59710	456795
59710	481587
59771	109204
59771	149985
59771	222178
59771	308746
59771	329470
59771	408058
59771	504430
60022	166165
60022	191279
60022	256475
60022	505371
60022	505374
60349	66096
60349	67395
60349	210992
60349	235970
60508	133283
60508	221229
60508	279806
60508	284087
60508	437004
60508	437009
60508	437010
60658	263181
60658	351390
60658	504033
60683	117486
60683	146955
60683	335776
60683	345173
60683	459353
60708	70392
60708	107783
60708	264468
60779	85570
60779	119275
60779	184707
60779	198181
60779	419830
60779	433145
61091	114761
61091	275458
61091	299812
61091	407219
61118	140476
61118	429082
61118	499649
61118	501124
61178	67464
61178	139089
61178	373188
61178	421557
61195	145753
61195	150077
61195	366700
61195	419305
61195	508809
62080	80682
62080	136713
62080	163046
62080	224484
62080	249270
62080	267959
62080	344889
62080	377023
62080	473474
62080	530348
62211	123836
62211	154282
62211	236304
62211	359862
62211	372706
62211	407647
62212	283926
62212	311238
62212	335193
62212	480585
62212	521499
62523	379065
62523	379180
62523	470599
62523	488157
62554	144469
62554	260897
62554	445322
62554	507060
62554	507063
62861	475234
62867	254423
62867	278725
62867	320287
62867	411795
62867	534790
63483	245970
63483	351358
63483	423124
63483	526588
63631	110650
63631	208621
63631	264569
64539	137392
64539	266147
64539	504277
64539	519342
64638	312166
64777	73725
64777	217657
64777	233388
64777	487180
64869	75969
64869	210859
64869	267416
64869	481319
64879	252719
64879	261562
64879	296069
64879	309411
64879	329078
64879	434830
64879	522378
64999	92800
64999	386343
65002	148286
65002	260126
65002	294724
65002	374151
65002	445680
65008	114473
65008	163920
65008	189013
65008	235970
65243	258162
65243	292574
65243	495620
65312	114761
65312	319392
65312	407219
65513	124351
65513	141157
65513	292574
65513	346811
65513	406477
65513	430451
65513	521772
65886	128705
65985	101939
65985	246768
65985	276847
65985	300171
65985	362551
65985	377304
65985	528926
65985	541722
66017	135409
66017	326481
66017	433792
66096	67395
66096	131093
66096	135702
66096	139089
66096	200271
66096	210992
66096	215914
66096	235970
66096	250182
66096	324785
66096	368176
66096	426269
66096	433843
66096	475581
66334	66338
66334	136733
66334	145588
66334	287486
66334	423025
66338	136733
66413	155096
66413	300910
66413	318090
66413	425656
66413	518217
66791	70924
66791	109368
66791	139914
66791	144982
66791	182215
66791	213711
66791	293032
66791	328351
66791	435438
66791	470842
66791	483624
66791	489117
66791	530243
66802	84512
66802	91726
66802	123900
66802	354669
66802	424287
66802	518091
67051	163015
67051	240678
67051	486888
67111	248191
67111	501909
67111	520004
67395	135702
67395	156691
67395	210020
67395	210992
67395	235970
67395	324785
67464	139089
67464	203903
67464	210992
67464	234271
67464	327890
67464	352079
67464	367285
67464	368176
67464	373188
67464	389871
67464	421557
67464	444750
67464	460870
67464	522750
67464	544898
67572	92472
67572	116969
67572	141618
67572	306636
67572	542633
67649	147778
67649	165469
67649	288316
68131	158906
68131	167220
68131	229030
68131	398312
68139	128205
68139	290325
68139	307436
68139	426857
68139	535832
68659	170107
68659	266583
68659	320914
68659	416072
68659	417848
68823	88617
68823	172446
68823	249808
68823	426724
68823	508485
69001	102612
69001	215620
69001	283137
69001	468203
69474	378519
69474	422756
69831	117923
69831	171689
69831	233859
69831	368169
69831	504792
69880	231953
69880	518997
69880	523128
70004	127332
70004	169697
70004	173687
70004	235362
70004	289195
70004	330506
70004	356349
70004	401127
70004	537827
70230	135409
70230	301682
70230	326481
70230	368498
70232	290813
70232	329132
70232	424159
70232	449008
70392	107783
70392	264468
70392	517993
70513	86888
70513	490596
70522	152407
70522	301761
70522	458993
70522	496201
70924	144982
70924	222047
70924	293032
70924	470842
70924	483624
71036	145089
71036	158674
71036	282906
71036	438354
71292	85570
71292	164151
71292	198181
71292	419830
71292	433665
71292	467711
71292	492176
71521	224125
71521	254204
71521	321216
71736	74439
71736	99373
71736	105619
71736	107972
71736	122915
71736	127345
71736	306781
71736	333916
71736	343242
71736	434966
72183	487659
72238	96812
72238	283440
72238	323371
72238	389473
72238	429082
72238	501124
72238	528717
72880	75935
72880	129143
72880	142229
72880	196910
72880	338700
72880	393110
72880	407895
72880	467258
72880	535153
72880	541552
73054	126757
73054	138428
73054	243469
73054	404752
73333	178628
73333	209292
73333	274778
73333	295279
73333	301702
73333	316385
73333	377293
73400	74439
73400	98332
73400	99373
73400	105619
73400	122915
73400	131211
73400	327818
73400	335763
73400	343242
73400	494481
73400	520121
73400	536830
73725	217657
73725	233388
73725	363008
73725	487180
73833	80778
73833	174472
73833	262879
73833	416431
73833	452257
73966	83252
73966	107930
73966	123533
73966	157915
73966	412972
73966	504364
73966	505559
73966	512705
74023	140392
74023	144255
74023	255355
74023	260920
74023	364779
74023	366253
74023	465991
74439	76881
74439	99373
74439	107972
74439	311872
74439	333916
74439	335763
74439	381003
74439	403255
74439	494481
74550	74552
74550	83155
74550	247058
74550	247059
74550	542683
74552	83155
74552	172367
74552	172369
74552	247058
74552	247059
74552	543899
74788	353325
74788	377372
74788	377380
74852	113192
74852	338338
74852	352692
74852	362572
74852	367645
74852	389494
74852	391528
74852	432983
74921	142454
74921	164009
74921	200738
74921	222671
74921	232075
74921	244035
74921	296533
74921	332312
74921	427927
74921	472037
74921	496930
74921	525557
75157	99183
75157	172446
75157	348925
75157	508485
75169	110457
75169	154377
75169	300742
75245	166077
75245	278725
75245	303160
75245	519672
75588	100623
75588	352799
75588	352885
75588	418918
75600	399478
75600	487512
75600	535205
75600	535798
75731	262777
75731	490580
75762	135409
75762	301483
75780	182923
75780	423864
75780	458993
75935	157635
75935	284216
75935	407895
75935	455942
75969	200920
75969	210859
75969	267416
75969	481319
75969	495066
76293	121097
76293	169552
76293	234924
76293	395215
76293	428101
76881	98332
76881	99373
76881	343242
76881	536830
77102	177501
77102	196335
77102	214328
77102	401485
77102	426918
77320	82823
77320	265320
77320	289784
77320	438465
77320	527391
77320	538992
77701	120615
77701	204966
77701	225233
77701	541122
77823	232310
77823	334830
77823	334840
77823	334846
77823	479901
78191	102867
78191	392919
78191	520122
78359	170327
78359	335007
78488	121596
78488	256479
78488	368759
78535	165352
78535	547111
78535	547342
78535	547343
78849	82128
78849	115598
78849	528926
79070	121919
79070	142230
79070	286636
79070	341120
79070	448617
79070	516510
79070	532925
79227	188991
79227	223185
79227	246810
79227	248492
79227	394033
79227	522223
79348	300830
79348	313309
79348	314477
79348	366327
79348	541715
79419	146401
79419	326481
79419	368498
79705	106397
79705	135409
79772	174206
79772	174208
79772	401357
79772	456694
79772	548526
80005	264309
80005	278146
80005	412353
80361	336577
80361	346464
80361	430590
80361	520037
80429	86199
80429	87073
80429	138399
80429	262286
80429	364200
80429	387987
80429	404725
80429	489673
80433	87071
80433	142400
80433	167882
80433	330293
80433	531792
80433	540953
80682	163046
80682	473474
80682	473755
80756	276567
80756	294679
80756	330328
80778	86359
80778	104911
80778	112494
80778	132794
80778	174472
80778	201407
80778	219575
80778	259625
80778	262879
80778	268629
80778	276958
80778	281468
80778	285560
80778	331825
80778	416431
80778	430888
80778	440380
80778	452257
80778	466842
80778	467133
80905	123297
80905	330541
80905	434120
81392	269579
81392	354600
81392	376939
81790	98343
81790	106397
81790	111550
81790	131043
81790	135409
81790	149579
81790	189882
81790	328951
81790	535908
81858	150077
81858	292982
81858	306986
81858	352756
81858	366700
81858	508809
81858	518502
81957	121596
81957	256479
81957	337822
81957	345142
81957	368907
81957	421881
81957	446997
81957	470866
81957	495786
81958	101776
81958	212260
82128	104997
82128	115598
82128	284788
82128	335032
82128	343933
82128	457320
82730	90608
82730	107186
82730	109422
82730	377039
82730	391732
82823	91983
82823	110936
82823	112768
82823	253751
82823	354348
82823	412242
82823	438465
82823	455158
82823	481242
82823	483042
82823	525219
82823	538992
82995	156987
82995	236045
82995	280502
83155	172367
83155	172369
83155	538480
83155	543899
83252	92920
83252	107930
83252	123533
83252	412972
83252	428970
83252	504364
83252	505559
83252	512705
84055	176891
84055	201263
84055	366590
84217	185150
84217	214023
84217	255722
84217	359500
84309	148221
84309	414685
84512	91726
84512	123900
84512	354669
84512	486252
84639	109242
84639	140945
84639	164602
84639	431548
84639	543414
84839	204966
84839	541122
85270	304639
85270	336162
85270	459124
85270	521447
85446	103534
85446	121764
85446	208118
85446	241811
85446	323254
85446	343878
85446	456320
85446	519455
85446	521727
85570	164151
85570	198181
85570	419830
85570	467711
85570	471591
85900	114761
85900	122965
85900	275458
85900	299812
85900	317034
85900	407219
85900	422634
85900	537703
86141	208422
86141	351254
86141	355291
86141	383645
86141	517338
86144	112169
86144	136793
86144	155031
86144	352393
86144	484405
86150	146401
86150	326481
86150	354715
86150	368498
86168	502756
86168	533262
86199	262286
86199	364200
86199	387987
86199	489673
86359	112494
86359	416431
86359	440380
86359	452257
86503	267449
86503	291894
86503	309263
86503	411761
86503	498224
86503	526176
86503	537097
86735	95225
86735	243558
86735	319433
86735	343743
86735	352183
86735	513572
86758	100707
86758	166173
86758	269554
86888	102776
86910	182430
86910	193790
86910	205319
86910	254263
86910	445716
86953	203826
86953	365200
86953	503396
86953	503406
87071	167882
87071	279755
87071	474381
87071	531792
87073	262286
87073	387987
87073	404725
87073	489673
87626	278725
87626	282906
87626	411795
87769	118077
87769	332103
87769	387782
87846	143271
87846	146623
87846	278593
87846	492497
87932	452077
87932	543788
88617	249808
88617	426724
88617	508485
88789	111172
88789	136211
88789	213186
88789	274159
88789	303322
88789	304562
88789	467688
88867	98354
88867	129562
88867	184528
88867	296660
88867	377393
88867	439553
88867	544391
89139	105230
89139	129923
